caractere,pinyin,initial_raw,finale,groupe_rime,type,tone,nasal,initial,lieu,polarite
穄,ji4,j,i,Simple,oral,4,0,j,Palatale,1P+2N
穆,mu4,m,u,Simple,oral,4,0,m,Labiale,1P+2N
穈,men2,m,en,Nasal,nasal,2,1,m,Labiale,1P+2N
穊,ji4,j,i,Simple,oral,4,0,j,Palatale,1P+2N
穋,lu4,l,u,Simple,oral,4,0,l,Dentale,3P
穏,wen3,w,un,Médiale-u,nasal,3,1,w,Semi-voyelle,2P+1N
穑,se4,s,e,Simple,oral,4,0,s,Sifflante,1P+2N
穗,sui4,s,ui,Médiale-u,oral,4,0,s,Sifflante,1P+2N
穜,tong2,t,ong,Médiale-u,nasal,2,1,t,Dentale,3P
穞,lu:3,l,ü,Simple,oral,3,0,l,Dentale,3P
穟,sui4,s,ui,Médiale-u,oral,4,0,s,Sifflante,1P+2N
穣,rang2,r,ang,Nasal,nasal,2,1,r,Rétroflexe,1P+2N
穧,ji4,j,i,Simple,oral,4,0,j,Palatale,1P+2N
穮,biao1,b,iao,Médiale-i,oral,1,0,b,Labiale,1P+2N
穯,se4,s,e,Simple,oral,4,0,s,Sifflante,1P+2N
穰,rang2,r,ang,Nasal,nasal,2,1,r,Rétroflexe,1P+2N
穴,xue2,x,üe,Complexe,oral,2,0,x,Palatale,1P+2N
穵,wa1,w,a,Simple,oral,1,0,w,Semi-voyelle,2P+1N
究,jiu1,j,iu,Médiale-i,oral,1,0,j,Palatale,1P+2N
穷,qiong2,q,iong,Médiale-i,nasal,2,1,q,Palatale,2P+1N
穸,xi1,x,i,Simple,oral,1,0,x,Palatale,1P+2N
穹,qiong2,q,iong,Médiale-i,nasal,2,1,q,Palatale,2P+1N
空,kong1,k,ong,Médiale-u,nasal,1,1,k,Vélaire,1P+2N
穿,chuan1,ch,uan,Médiale-u,nasal,1,1,ch,Rétroflexe,3P
窀,zhun1,zh,un,Médiale-u,nasal,1,1,zh,Rétroflexe,1P+2N
突,tu1,t,u,Simple,oral,1,0,t,Dentale,3P
窂,lao2,l,ao,Simple,oral,2,0,l,Dentale,3P
窃,qie4,q,ie,Médiale-i,oral,4,0,q,Palatale,2P+1N
窄,zhai3,zh,ai,Simple,oral,3,0,zh,Rétroflexe,1P+2N
窅,yao3,y,iao,Médiale-i,oral,3,0,y,Semi-voyelle,2P+1N
窆,bian3,b,ian,Médiale-i,nasal,3,1,b,Labiale,1P+2N
窈,yao3,y,iao,Médiale-i,oral,3,0,y,Semi-voyelle,2P+1N
窊,wa1,w,a,Simple,oral,1,0,w,Semi-voyelle,2P+1N
窋,zhu2,zh,u,Simple,oral,2,0,zh,Rétroflexe,1P+2N
窌,jiao4,j,iao,Médiale-i,oral,4,0,j,Palatale,1P+2N
窍,qiao4,q,iao,Médiale-i,oral,4,0,q,Palatale,2P+1N
窎,diao4,d,iao,Médiale-i,oral,4,0,d,Dentale,1P+2N
窑,yao2,y,iao,Médiale-i,oral,2,0,y,Semi-voyelle,2P+1N
窒,zhi4,zh,i,Simple,oral,4,0,zh,Rétroflexe,1P+2N
窔,yao3,y,iao,Médiale-i,oral,3,0,y,Semi-voyelle,2P+1N
窕,tiao3,t,iao,Médiale-i,oral,3,0,t,Dentale,3P
窖,jiao4,j,iao,Médiale-i,oral,4,0,j,Palatale,1P+2N
窗,chuang1,ch,uang,Médiale-u,nasal,1,1,ch,Rétroflexe,3P
窘,jiong3,j,iong,Médiale-i,nasal,3,1,j,Palatale,1P+2N
窜,cuan4,c,uan,Médiale-u,nasal,4,1,c,Sifflante,1P+2N
窝,wo1,w,o,Simple,oral,1,0,w,Semi-voyelle,2P+1N
窞,dan4,d,an,Nasal,nasal,4,1,d,Dentale,1P+2N
窟,ku1,k,u,Simple,oral,1,0,k,Vélaire,1P+2N
窠,ke1,k,e,Simple,oral,1,0,k,Vélaire,1P+2N
窣,su1,s,u,Simple,oral,1,0,s,Sifflante,1P+2N
窥,kui1,k,ui,Médiale-u,oral,1,0,k,Vélaire,1P+2N
窦,dou4,d,ou,Simple,oral,4,0,d,Dentale,1P+2N
窨,yin4,y,in,Médiale-i,nasal,4,1,y,Semi-voyelle,2P+1N
窬,yu2,y,ü,Simple,oral,2,0,y,Semi-voyelle,2P+1N
